index,SMILES,RE(eV),HOMO-1(eV),HOMO(eV),LUMO(eV),LUMO+1(eV),E_0(hartree),E_0^-(hartree),E-(hartree),E_-^0(hartree),D_0 dipole moment(D),D_0^- dipole moment(D),D- dipole moment(D),D_-^0 dipole moment(D)
113,FC1=NC2C=CC=C(c3cnc(-c4c(F)c(F)c(C5COc6nsnc6O5)c5nsnc45)nc3)C2N=C1F,0.589820397,-6.82325504,-6.663524204,-3.270808597,-2.834337966,-2628.455523,-2628.522197,-2628.527737,-2628.439388,6.2704,13.4385,10.8489,6.421
115,O=C(c1cnc(-c2ccncn2)nn1)c1cnc(-c2ccncn2)nn1,0.475619652,-7.218636478,-7.082851662,-3.737483867,-3.10672394,-1198.996198,-1199.075722,-1199.081753,-1198.98475,4.0248,1.2207,2.4953,4.9287
116,N#CC(C#N)=C1C=CSC(c2cnc(-c3nocc3C(=O)O)nc2)=C1,0.638041694,-7.905179747,-6.682027946,-3.366048448,-2.552155893,-1511.40784,-1511.479859,-1511.488647,-1511.39318,5.6469,14.3002,11.7638,6.2087
117,CC1(C)OC(=C(C#N)C#N)C(C#N)=C1c1cocc1C(=O)c1sccc1-c1sc2ccc(C#N)cc2c1-c1ccsc1C(=O)c1cocc1C1=C(C#N)C(=C(C#N)C#N)OC1(C)C,0.589390457,-6.792778287,-6.582434273,-3.758708748,-3.345095681,-3833.76994,-3833.862265,-3833.869454,-3833.75547,20.1648,11.9971,13.6072,22.5942
118,Fc1c(-c2nccnn2)sc2c1sc1c(F)c(-c3nccnn3)sc12,0.400573371,-6.806928208,-6.36719221,-3.01583791,-2.539366542,-2258.522813,-2258.582719,-2258.585088,-2258.51046,6.1733,6.4101,6.1942,5.9869
119,CN1C(=O)C2=C(C(F)(F)F)N(C)C(=O)C2=C1C(=O)O,0.600226031,-7.673882966,-6.507875076,-3.721701263,-1.495265661,-1095.239988,-1095.319185,-1095.323817,-1095.222562,2.2866,1.9891,1.6825,2.1376
121,N#CC(C#N)=C1C=C(C(=O)O)SC(C(=O)C2=CC(=C(C#N)C#N)C=C(C(=O)O)S2)=C1,0.436380834,-7.282039007,-7.118498578,-4.357903468,-4.123885548,-2119.01821,-2119.130196,-2119.13253,-2119.004507,7.1536,10.2064,11.3505,7.6433
122,CN1C(=O)c2cccc3c([Si]4(c5ncnc([Si]6(c7ccc8c9c(cccc79)C(=O)N(C)C8=O)C=C7OCCOC7=C6)n5)C=C5OCCOC5=C4)ccc(c23)C1=O,0.304457313,-6.155759741,-6.133174291,-2.77474503,-2.563856789,-3034.347994,-3034.404535,-3034.407507,-3034.339778,9.9571,15.8877,15.5339,9.6485
123,Cn1c(=O)c2cc(-c3ccnc(-c4c(F)c(F)c(C(=O)O)c(F)c4F)n3)c3c(=O)n(C)c(=O)c4cc(-c5ccnc(-c6c(F)c(F)c(C(=O)O)c(F)c6F)n5)c(c1=O)c2c43,0.415000848,-7.466260091,-7.465987977,-4.060483019,-2.597871021,-3185.62023,-3185.724558,-3185.727965,-3185.608385,0.0007,0.2046,0.204,0.0018
124,CC1(C)SC(=C(C#N)C#N)C(C#N)=C1c1ncc(-c2ncnc(-c3cncnn3)n2)nn1,0.564021282,-7.393061462,-7.148703216,-4.273276057,-3.5889097,-1785.032638,-1785.140496,-1785.147976,-1785.019391,11.9075,17.3713,17.3856,11.7253
127,O=c1[nH]c(=O)c2cc3sc4cc5c(=O)n(-c6ncnc(C(F)(F)F)n6)c(=O)c6ccc7c8ccc1c2c8c3c4c7c65,0.329263213,-7.35904723,-6.707606649,-4.036264885,-2.702362744,-2344.319837,-2344.424903,-2344.426212,-2344.309046,3.0705,5.6278,5.1559,3.5052
128,N#Cc1sc(-c2ccc(C(=O)c3cocc3-c3sc(C#N)c(-c4c5cc(F)sc5nc5sc(F)cc45)c3C#N)s2)c(C#N)c1-c1c2cc(F)sc2nc2sc(F)cc12,0.599357988,-6.649374283,-6.594679397,-3.755443382,-3.314618929,-5156.475359,-5156.568735,-5156.573765,-5156.458363,7.2019,6.421,4.724,6.9837
131,FC(F)(F)c1ncnc([Si]2(c3ncnc(C(F)(F)F)n3)c3ccsc3-c3sccc32)n1,0.447564714,-7.408299839,-6.048002652,-2.828079347,-2.823997639,-2626.776875,-2626.821984,-2626.827096,-2626.76554,0.1758,0.1199,1.4788,0.1525
136,C[Si]1(C)C(c2cnc(-c3nc4ccccc4[nH]3)nn2)=C2OCCOC2=C1c1cnc(-c2nc3ccccc3[nH]2)nn1,0.440122399,-6.326375131,-5.82296449,-3.023729212,-2.223986578,-2067.567831,-2067.637962,-2067.642283,-2067.555978,12.4818,11.8055,11.9765,12.4164
137,Cc1nc2csc(-c3nccc(-c4scc5c4SCCO5)n3)c2nc1C,0.432233819,-6.080384202,-5.899156371,-2.415010508,-1.902075881,-2183.068188,-2183.105919,-2183.109845,-2183.05623,3.8933,13.8637,13.4374,3.0756
139,O=C(O)C=Cc1ccnc(-c2cnc(-c3nccc(C=CC(=O)O)n3)nn2)n1,0.343361432,-7.473879279,-6.688014451,-3.038151247,-2.898556837,-1338.518579,-1338.572705,-1338.573846,-1338.507101,2.6758,6.1363,8.6083,3.1291
140,N#CC(C#N)=C1c2cc(-c3cnc(-n4ccccc4=O)nc3)sc2-c2sc(-c3cnc(-n4ccccc4=O)nc3)cc21,0.467494333,-6.321477082,-6.208277716,-4.146743113,-2.726036649,-2536.323134,-2536.430875,-2536.433592,-2536.30867,5.5328,9.0882,10.7419,7.18
141,N#CC(C#N)=C1C=C(c2ncc(C#N)s2)SC(c2sc(C3=CC(=C(C#N)C#N)C=C(c4ncc(C#N)s4)S3)c3c2C(=O)c2c(C(F)(F)F)sc(C(F)(F)F)c2C3=O)=C1,0.317869806,-7.037952875,-7.03550385,-4.319535414,-4.296405736,-4951.945695,-4952.059055,-4952.060453,-4951.935412,4.6036,3.6948,4.5944,5.9493
143,O=C(O)c1cnoc1-c1cc2c(s1)-c1sc(-c3oncc3C(=O)O)cc1C21SCCS1,0.493225419,-6.691551931,-5.944327272,-3.127676707,-2.006839718,-2883.543849,-2883.612893,-2883.615202,-2883.528032,5.9018,10.1075,9.6118,5.3974
144,N#CC1=CC(=C(C#N)C#N)C=C(c2sc(C3=CC(=C(C#N)C#N)C=C(C#N)O3)c3c2OCCS3)O1,0.398407345,-7.229248919,-6.889922935,-4.147015226,-3.62700564,-2269.710053,-2269.821996,-2269.824317,-2269.697734,3.454,4.7992,4.5781,3.5535
146,N#Cc1ccc2sc(C(=O)O)c(-c3scc4c3OCCS4)c2c1,0.515062556,-6.355491314,-6.167732751,-2.516781091,-1.800577412,-2090.078439,-2090.118966,-2090.124095,-2090.06464,4.5582,7.987,7.7227,3.8538
147,O=C(C1=CC=C(n2ccccc2=O)C2N=C(F)C(F)=NC12)C1=CC=C(n2ccccc2=O)C2N=C(F)C(F)=NC12,0.436103278,-6.377804651,-6.353858631,-3.04821946,-2.674062902,-1991.925029,-1991.986565,-1991.990444,-1991.912882,0.6758,0.5243,0.5557,0.1755
148,O=C(O)c1cnoc1-c1cnc(-c2onc(-c3c(F)c(F)c(C(=O)O)c(F)c3F)c2C(=O)O)nc1,0.498248641,-7.722319233,-7.338910804,-3.940752921,-2.858828213,-1947.761635,-1947.852888,-1947.85633,-1947.746766,9.6642,3.4088,3.0088,9.2424
149,N#Cc1sc(C#Cc2scc(-c3cocc3C(=O)c3ccc(-c4cscc4C(=O)O)s3)c2C(=O)O)c(F)c1F,0.400040028,-6.858357727,-6.262700488,-2.903999114,-2.420180671,-3294.610689,-3294.667952,-3294.668164,-3294.596201,9.5603,26.3398,23.9347,8.3789
151,CN1C(=O)C(=C2C(=O)N(C)c3cc(-c4noc(C(=O)O)c4C(=O)O)ccc32)c2ccc(-c3noc(C(=O)O)c3C(=O)O)cc21,0.648632366,-6.422975551,-6.121473395,-3.356252349,-2.73311161,-2198.292629,-2198.373211,-2198.380173,-2198.275755,0.7924,1.0785,1.795,1.0858
152,Cn1c(=C(C#N)C#N)sc(=Cc2ccc3nc(-c4c(-c5nc6ccccc6o5)sc5ccc(C#N)cc45)oc3c2)c1=O,0.420135636,-6.86488846,-6.551413293,-3.47190074,-2.890937649,-2540.205327,-2540.288158,-2540.291231,-2540.192961,1.0443,5.6352,4.2742,1.7117
153,Cn1c(=C(C#N)C#N)sc(=Cc2sc(-c3ncnc(-c4scc5c4OCCS5)n3)c3c2SCCO3)c1=O,0.442092504,-6.274673498,-5.945415727,-3.477887245,-2.209292429,-3429.90023,-3429.986562,-3429.99036,-3429.887781,7.1017,7.2397,7.3732,8.2643
154,Cn1c(=O)c2cc([SiH]3C=C4OCCOC4=C3)c3c(=O)n(C)c(=O)c4cc(C=Cc5ccncn5)c(c1=O)c2c43,0.415596777,-6.948971643,-5.890720841,-3.828914124,-2.538278086,-2038.855344,-2038.951556,-2038.954311,-2038.842827,3.6299,7.5669,7.5246,2.716
155,O=C(O)c1ncc(-c2nc(F)c(-c3cnc(C(=O)O)nn3)c3nsnc23)nn1,0.539571852,-7.741911431,-7.636603367,-4.577499353,-3.441696101,-1789.393121,-1789.507115,-1789.512083,-1789.378261,2.8888,2.7687,3.4171,4.0797
157,C[Si]1(C)c2cc(-c3ncc(C4=CC(=C(C#N)C#N)C=CO4)cn3)sc2-c2sc(C3COc4nsnc4O3)cc21,0.359922281,-6.686925996,-6.096166806,-3.310537221,-2.558414512,-3038.519124,-3038.59811,-3038.599245,-3038.507033,9.0472,21.7372,22.26,10.7018
158,O=C(O)c1c(-c2ccc3nc(-c4noc(-c5ccncn5)c4C(=O)O)oc3c2)noc1-c1ccncn1,0.398475373,-7.239317131,-6.843119351,-3.395708859,-2.758962427,-1792.808801,-1792.87487,-1792.878935,-1792.798223,5.3089,23.0606,22.5205,5.7164
159,C(C=Cc1ccnc(C2COc3nsnc3O2)n1)=Cc1ccnc(C=Cc2ccnc(C3COc4nsnc4O3)n2)n1,0.508120932,-6.656449243,-6.5927746,-3.267543231,-2.941550827,-2646.249019,-2646.320417,-2646.326046,-2646.235975,3.9451,9.2531,11.0121,4.707
160,CN1C(=O)C2=C(c3c(C#N)csc3C#N)N(C)C(=O)C2=C1C=Cc1ccncn1,0.415887939,-7.348706903,-5.936708084,-3.605780759,-2.781547877,-1646.402285,-1646.489731,-1646.493413,-1646.390683,2.4308,2.8678,2.1526,1.7322
162,N#CC(C#N)=C1OC(c2ccccc2)(c2ccccc2)C(c2cnc(-c3ncc(-c4nccnn4)cn3)nn2)=C1C#N,0.5477652,-7.218636478,-7.186527043,-4.080891558,-3.105635484,-1829.469664,-1829.574139,-1829.581275,-1829.45667,12.961,19.7934,17.8533,13.1674
164,CN1C(=O)C2=C(c3ccnc(-c4nc5sccc5s4)n3)N(C)C(=O)C2=C1c1ccnc(-c2nc3sccc3s2)n1,0.391892939,-6.459438809,-6.004736549,-3.581018398,-2.490658161,-3180.350803,-3180.441459,-3180.445274,-3180.340216,0.0001,0.0816,0.0808,0
165,N#Cc1sc(C#C[Si]2(c3ccc(C(=O)c4cocc4[Si]4(C#Cc5sc(C#N)c(F)c5F)C=C5OCCOC5=C4)s3)C=C3OCCOC3=C2)c(F)c1F,0.579022919,-6.283381141,-6.028954682,-2.700185833,-2.601952729,-4076.843968,-4076.894843,-4076.905784,-4076.83363,11.0845,21.0416,15.1836,7.0531
166,N#Cc1nccc(C=Cc2sc(C=Cc3ccnc(C#N)n3)c3c2SCCS3)n1,0.462495601,-6.5927746,-6.199842186,-3.403328047,-2.453650676,-2292.298133,-2292.379701,-2292.384249,-2292.285684,6.1318,7.6002,8.1817,6.6236
167,FC1=NC2C(c3ccc4ncoc4c3)=CC=C(c3ccc4ncoc4c3)C2N=C1F,0.524428716,-7.026524093,-6.028954682,-2.556781829,-2.358138711,-1414.625866,-1414.665389,-1414.67389,-1414.615095,2.957,2.5729,2.2611,2.2579
168,O=C(O)c1conc1-c1ccnc(-c2noc(C3CSc4cscc4S3)c2C(=O)O)n1,0.634602175,-6.228414142,-6.076574608,-2.655287046,-2.247116256,-2556.756348,-2556.793586,-2556.802385,-2556.741825,2.5767,13.3614,12.5275,2.856
169,Fc1nc(-c2ccc3nc(C(F)(F)F)oc3c2)c2nsnc2c1-c1ccc2nc(C(F)(F)F)oc2c1,0.377128041,-7.632793773,-6.760396738,-3.809049812,-2.341811879,-2325.191684,-2325.281093,-2325.28135,-2325.178081,1.2775,2.7938,2.2118,1.4273
173,Cn1c(=C(C#N)C#N)sc(=CC=Cc2ccnc(-c3c4c(=O)n(C)c(=O)c4c(-c4nccc(C=CC=c5sc(=C(C#N)C#N)n(C)c5=O)n4)c4c5cccc6cccc(c34)c65)n2)c1=O,0.627437417,-6.616992734,-6.494269383,-3.545371482,-3.213120459,-3505.469579,-3505.55679,-3505.564139,-3505.45387,4.0922,11.9972,11.2925,5.1236
174,N#Cc1ccc2sc(-c3cncnn3)c(-c3cnc(C#Cc4sc(C#N)c(F)c4F)nn3)c2c1,0.395329737,-7.301631205,-7.009108806,-3.466186349,-3.072709707,-2275.790501,-2275.867776,-2275.870241,-2275.778438,8.6146,19.0233,16.6434,8.4552
175,CN1C(=O)C2=C(c3c(F)c(F)c(-c4nc5ccccc5s4)c(F)c3F)N(C)C(=O)C2=C1c1c(F)c(F)cc(F)c1F,0.472610073,-6.921760257,-6.028138341,-3.288768112,-2.354873344,-2547.112402,-2547.189013,-2547.194535,-2547.100556,1.6518,5.8768,2.8944,1.8856
176,O=c1ccccn1C=Cc1ccnc(-c2cc(F)c(-c3nccc(C=Cn4ccccc4=O)n3)c3nsnc23)n1,0.602011098,-6.345695215,-6.317939601,-2.971755465,-2.396506765,-2163.613262,-2163.672567,-2163.679439,-2163.59801,5.4207,11.6259,11.6348,4.7738
177,Cc1oc(=O)c2ccccc2c1C1=CC(=C(C#N)C#N)C=C(C2=C3C(=O)N(C)C(C4=CC(=C(C#N)C#N)C=CO4)=C3C(=O)N2C)O1,0.372110261,-6.942985138,-6.461887833,-4.376679324,-3.100465321,-2086.150806,-2086.274081,-2086.275751,-2086.138801,2.9281,5.885,5.5438,3.2171
178,O=C(O)c1nc2ccc(-c3sc(-c4ccc5nc(C(=O)O)oc5c4)c4c3OCCS4)cc2o1,0.476925799,-6.556583457,-6.12609933,-2.840596585,-2.565217358,-2278.017117,-2278.069786,-2278.073539,-2278.003343,1.6441,3.2009,4.7529,3.1678
180,FC(F)(F)c1ncnc(-c2c3c(c(C4COc5nsnc5O4)c4cscc24)N=S=N3)n1,0.476093131,-6.952237009,-6.134262746,-4.075177167,-2.444943032,-2641.064629,-2641.167799,-2641.170356,-2641.04969,2.358,3.6735,5.038,3.0954
181,Fc1sc2nc3sc(C4COc5cscc5S4)cc3c(-c3ccnc(-c4c5cc(C6COc7cscc7S6)sc5nc5sc(F)c(F)c45)n3)c2c1F,0.606473765,-6.076302494,-5.981878984,-2.709709818,-2.468889052,-5258.287348,-5258.342067,-5258.34967,-5258.272663,2.8614,7.4051,8.2635,3.1992
184,CN1C(=O)C2=C(c3onc(C4=C(C#N)C(=C(C#N)C#N)OC4(C)C)c3C(=O)O)N(C)C(=O)C2=C1c1oncc1C(=O)O,0.530646517,-7.213194201,-6.625972491,-4.157627667,-3.52904465,-2059.914493,-2060.02203,-2060.025886,-2059.898848,11.5349,5.8447,6.7643,13.263
185,N#Cc1ccc2sc(-c3sc(-c4c(F)c(F)c(C(=O)O)c(F)c4F)c4c3OCCS4)c(-c3sc(-c4c(F)c(F)c(C(=O)O)c(F)c4F)c4c3OCCS4)c2c1,0.647062269,-6.462704175,-6.130181038,-2.73664909,-2.5385502,-4637.322113,-4637.376589,-4637.384771,-4637.306516,5.381,3.7218,5.1161,4.2702
187,N#Cc1cc(C#N)c(-c2cnc(-c3nc4ccccc4o3)nc2)s1,0.507236562,-7.236051765,-6.874684559,-3.415845285,-2.323852364,-1399.114931,-1399.18967,-1399.195885,-1399.102504,2.4224,10.989,11.4239,3.0636
188,N#Cc1cnc(-c2cnc(-c3c4c(c(-c5ncc(-c6ncc(C#N)s6)nn5)c5cscc35)N=S=N4)nn2)s1,0.495399609,-7.214010542,-5.958749306,-4.071367573,-3.251488513,-3091.513446,-3091.622341,-3091.62526,-3091.49816,5.5713,6.7768,7.5021,6.1863
189,C[Si]1(C)C(c2ncc(C(F)(F)F)cn2)=C2OCCOC2=C1c1ncc(C(F)(F)F)cn1,0.695501257,-7.257004532,-6.105146563,-2.875427159,-1.714589432,-1952.389069,-1952.446899,-1952.453902,-1952.370511,3.5573,3.0299,3.3669,3.824
190,O=C(c1ccc(-c2nc3ccc(-n4ccccc4=O)cc3o2)s1)c1ccoc1-c1nc2ccc(-n3ccccc3=O)cc2o1,0.490183186,-6.379437334,-5.935347514,-2.74018657,-2.342628221,-2336.820491,-2336.871966,-2336.875289,-2336.805801,6.7375,16.9308,16.8994,7.3311
191,N#Cc1csc(C#N)c1[Si]1(c2c(C#N)csc2C#N)c2ccsc2-c2sccc21,0.328653678,-7.2504738,-5.903238079,-2.796786253,-2.73311161,-2866.883537,-2866.931534,-2866.933494,-2866.873419,1.8607,6.58,5.9944,2.4847
192,N#CC(C#N)=C1c2ccsc2-c2sc(-c3ncnc(C4=CC=CC5N=C(F)C(F)=NC45)n3)cc21,0.454264157,-6.847473173,-6.426240918,-3.89558202,-2.872433906,-2261.045839,-2261.14113,-2261.143524,-2261.031539,6.302,15.0788,13.2943,6.5447
193,N#Cc1sc2c(sc3c(F)c(-c4ccnc(-c5sc6c(sc7c(F)c(C#N)sc76)c5F)n4)sc32)c1F,0.321339257,-6.922576598,-6.66325209,-3.306999741,-3.087131742,-3846.970179,-3847.045519,-3847.046399,-3846.959251,7.6112,11.9827,12.3119,7.6121
194,N#CC(C#N)=C1C=C(c2csc(-c3ccc(N)cc3)c2C(=O)O)SC(c2csc(-c3ccc(N)cc3)c2C(=O)O)=C1,0.374167442,-6.018614355,-5.972354999,-2.902094317,-1.803842778,-2868.447902,-2868.51191,-2868.514312,-2868.436554,13.1332,26.2363,25.7674,12.6825
196,N#CC(C#N)=C1C=C(c2ccc(C(=O)c3cocc3C3=CC(=C(C#N)C#N)C=C(c4c(F)c(F)c(F)c(F)c4F)S3)s2)SC(c2c(F)c(F)c(F)c(F)c2F)=C1,0.514213561,-6.928290989,-6.867337485,-3.815580545,-3.6065971,-3977.019587,-3977.116328,-3977.120573,-3977.004936,5.9887,8.8156,8.2078,6.5435
197,Cc1nc2c(C=Cc3ccnc(C(F)(F)F)n3)sc(C=Cc3ccnc(C(F)(F)F)n3)c2nc1C,0.433118189,-7.559867259,-6.026505657,-3.594351977,-2.346165701,-2172.528297,-2172.61683,-2172.619078,-2172.514627,12.2819,12.5173,13.3161,12.7537
198,N#Cc1ccsc1C(=O)c1cocc1-c1nc(F)c(-c2cocc2C(=O)c2sccc2C#N)c2nsnc12,0.535631643,-7.017544336,-6.627877288,-3.420199106,-3.169038014,-2826.413274,-2826.48663,-2826.492322,-2826.399282,9.0101,9.0442,8.4644,9.3936
199,CN1C(=O)C2=C(C3=C4C(=O)N(C)C(C5=C6C(=O)N(C)C(C(=O)O)=C6C(=O)N5C)=C4C(=O)N3C)N(C)C(=O)C2=C1C(=O)O,0.462166343,-6.344334646,-5.899428485,-4.064564727,-3.296115186,-2083.548245,-2083.659765,-2083.663649,-2083.535145,0.0018,0.306,0.3051,0.0001
202,N#Cc1ccc2sc(-c3oncc3C(=O)O)c(-c3sc4c(sc5c(F)csc54)c3F)c2c1,0.605779875,-6.794683084,-6.287734963,-2.930938386,-2.02534346,-2931.388133,-2931.44851,-2931.455453,-2931.372814,4.7429,4.7586,4.3834,4.3491
203,N#Cc1ccc2sc(C#N)c(-c3cc4c(=O)[nH]c(=O)c5c(C6COc7nsnc7O6)cc6c(=O)[nH]c(=O)c3c6c45)c2c1,0.404782972,-7.344625195,-6.908698792,-4.462667304,-2.904271228,-2649.25619,-2649.372983,-2649.375957,-2649.244289,5.1684,5.8422,5.9094,5.4069
204,O=C(O)c1csc(-c2sc3c(sc4c(F)c(-c5scc(C(=O)O)c5C(=O)O)sc43)c2F)c1C(=O)O,0.61630796,-6.781077391,-6.113854206,-2.581272076,-2.06833745,-3558.214661,-3558.261927,-3558.26834,-3558.198425,2.6415,1.1287,2.1495,3.9636
205,N#CC(C#N)=C1c2cc(-c3c(F)c(F)cc(F)c3F)sc2-c2sc(-c3c(F)c(F)cc(F)c3F)cc21,0.391628988,-7.575649862,-6.346511557,-3.984291138,-2.640320784,-2621.502785,-2621.603625,-2621.604198,-2621.488966,4.8166,8.0781,7.7708,4.7286
206,Cn1c(=C(C#N)C#N)sc(=Cc2c(F)c(F)c(-c3cnc(-c4c(F)c(F)cc5nsnc45)nc3)c3nsnc23)c1=O,0.57938211,-7.234146968,-6.904889198,-3.894765678,-3.149990043,-3080.595739,-3080.692815,-3080.697823,-3080.579455,4.9395,13.4879,14.6155,6.7366
207,N#CC(C#N)=C1C=C(c2scc(C(F)(F)F)c2C(=O)O)OC(c2scc(C(F)(F)F)c2C(=O)O)=C1,0.551719015,-7.895111534,-6.922032371,-3.524418715,-3.069444341,-2646.844837,-2646.926313,-2646.929724,-2646.827973,5.1289,11.2304,9.9023,4.5466
208,N#Cc1cnc(-c2csc(-c3noc(-c4scc(-c5ncc(C#N)s5)c4C(=O)O)c3C(=O)O)c2C(=O)O)s1,0.625440102,-7.498369526,-7.015367425,-3.350537958,-2.860460896,-3235.576682,-3235.642867,-3235.650192,-3235.561023,9.8144,20.0927,17.3996,11.1624
209,O=C(O)c1ccc2nc(-c3cc(F)c(-c4nc5ccc(C(=O)O)cc5o4)c4nsnc34)oc2c1,0.436500564,-7.360679913,-6.688830793,-3.68551012,-2.341539765,-2012.176274,-2012.266107,-2012.267884,-2012.162011,3.1531,2.0208,2.0198,3.0246
210,N#CC(C#N)=C1C=CSC(c2ncnc(-c3sc4sc5scc(C#N)c5c4c3C#N)n2)=C1,0.443243545,-7.067341172,-6.384879611,-3.584283764,-3.184004276,-2779.115942,-2779.200463,-2779.204971,-2779.104161,11.4064,12.4077,15.0452,11.5591
212,c1cnc(-c2ncnc(-c3sc(C4COc5nsnc5O4)c4c3SCCS4)n2)nn1,0.58965985,-6.493453041,-6.243652518,-2.808487149,-2.572020205,-2796.821848,-2796.870876,-2796.879234,-2796.808536,6.3822,6.5412,9.1099,7.5985
213,N#CC(C#N)=C1C=C(c2ncnc(C#N)n2)SC(C2COc3nsnc3O2)=C1,0.489361402,-7.252378597,-7.062171009,-4.282255815,-3.712721506,-1998.009523,-1998.116008,-1998.120707,-1997.996239,4.1457,7.4886,7.2821,3.7929
214,Cc1oc2ccccc2c(=O)c1-c1cnc(-c2cnc(-c3ncc(-c4c(C)oc5ccccc5c4=O)nn3)nn2)nn1,0.648967066,-6.668966481,-6.488827106,-2.82263707,-2.436779616,-1908.800082,-1908.850579,-1908.861897,-1908.78755,2.6209,3.516,1.235,1.4527
216,Cc1c(-c2c(F)nc(C(=O)c3nc(F)c(-c4nc5ncccn5c4C)c4nsnc34)c3nsnc23)nc2ncccn12,0.518110232,-6.423519779,-6.211815196,-3.683605323,-3.36332731,-2688.110492,-2688.196179,-2688.200555,-2688.095828,9.7195,13.2735,14.5526,11.1619
217,Fc1c(F)c(F)c(-c2cnc(-c3cnc(-c4ncc(-c5c(F)c(F)c(F)c(F)c5F)nn4)nn3)nn2)c(F)c1F,0.599113086,-7.326937794,-7.02842889,-3.51489473,-3.094478816,-2293.059825,-2293.134139,-2293.14309,-2293.046758,3.2753,3.3551,2.0885,2.2418
218,N#CC1=CC(=C(C#N)C#N)C=C(C(=C(C2=CC(=C(C#N)C#N)C=C(C#N)S2)c2cccs2)c2cccs2)S1,0.665296619,-7.059994098,-6.895093099,-4.132048964,-3.87871096,-2994.006188,-2994.115737,-2994.124515,-2993.990516,6.1028,7.428,7.773,6.2917
219,O=C(n1ccnc1)n1ccnc1-c1ncc(-c2cnc(-c3cnc(-c4nccn4C(=O)n4ccnc4)nn3)nn2)nn1,0.42418197,-7.190064523,-7.023802954,-3.604692303,-3.120057519,-1965.302143,-1965.383336,-1965.388484,-1965.291703,1.8968,3.9014,2.6262,2.1463
222,Fc1cc(-c2sc(C(F)(F)F)c3c2OCCS3)c2nsnc2c1-c1sc(C(F)(F)F)c2c1OCCS2,0.45623154,-6.367464324,-6.275217725,-3.164139964,-1.786427491,-3717.3554,-3717.422461,-3717.423456,-3717.339628,5.6103,4.5036,6.2512,6.8314
224,O=C1c2c(-c3cncnn3)sc(-c3cnc(-n4ccccc4=O)nn3)c2C(=O)c2c(C(F)(F)F)sc(C(F)(F)F)c21,0.451983843,-7.208296151,-6.477670437,-3.854492827,-3.736123298,-2884.971546,-2885.062401,-2885.065621,-2884.958155,4.8783,6.3411,5.5243,5.161
225,C[Si]1(C)c2cc(-c3sc(C#N)c(C(=O)O)c3C#N)sc2-c2sc(-c3sc(C#N)c(C(=O)O)c3C#N)cc21,0.511639364,-7.538642377,-6.382430586,-3.683333209,-3.181011023,-3322.669306,-3322.761084,-3322.765567,-3322.654986,4.9906,10.3173,10.2223,4.7915
226,N#CC(C#N)=C1C=C(c2sc(C#N)c3c2SCCS3)SC(c2sc(C#N)c3c2SCCS3)=C1,0.368776866,-6.804207069,-6.607740862,-3.542650343,-3.020463846,-3850.532213,-3850.620459,-3850.62389,-3850.522093,0.2133,1.5971,1.0312,1.1872
227,Cn1c(=C(C#N)C#N)sc(=Cc2nccc(C=Cc3ccc(C(=O)c4cocc4C=Cc4ccncn4)s3)n2)c1=O,0.465722871,-6.787880238,-6.444200433,-3.494758304,-3.195433058,-2520.47923,-2520.559122,-2520.563763,-2520.466757,8.0634,17.4522,17.8176,9.3575
228,O=C(c1ccc(-c2nccc(C=CC3COc4cscc4S3)n2)s1)c1cocc1-c1nccc(C=CC2COc3cscc3S2)n1,0.543011371,-5.825957743,-5.786229119,-2.603041185,-2.298001548,-3781.448693,-3781.49545,-3781.501263,-3781.43455,5.6916,8.5287,8.6714,6.696
229,CN1C(=O)C(=Cc2c3cc(-c4ncnc(-c5cc6c(C=C7SC(=S)N(C)C7=O)c7c(F)c(F)sc7nc6s5)n4)sc3nc3sc(F)c(F)c23)SC1=S,0.365881575,-6.61536005,-6.518215402,-3.62700564,-3.594896204,-5306.493767,-5306.583775,-5306.58636,-5306.482906,0.078,0.8093,6.6103,0.4465
230,N#CC(C#N)=C1C=C(c2cnc(N3C(=O)c4ccccc4C3=O)nn2)OC(c2cnc(N3C(=O)c4ccccc4C3=O)nn2)=C1,0.423711213,-7.587078645,-6.808016663,-3.692857194,-3.429723091,-2073.915728,-2074.003991,-2074.006199,-2073.902365,13.4739,24.2161,23.9739,12.5679
232,Cc1nc2c(-c3nc(F)c(C(=O)O)c4nsnc34)sc(-c3nc(F)c(C(=O)O)c4nsnc34)c2nc1C,0.624816961,-7.386258616,-6.578896793,-3.943746173,-3.384007963,-2900.094768,-2900.19564,-2900.20095,-2900.077116,9.7752,11.9683,13.3582,11.0466
233,c1cc(-c2ncnc(-c3cc4c(s3)-c3sc(-c5ncnc(-c6ccncn6)n5)cc3C43OCCO3)n2)ncn1,0.485230714,-7.324760883,-6.169909662,-3.236250137,-2.79025552,-2455.334608,-2455.407534,-2455.412847,-2455.322089,3.8961,3.1951,2.8128,3.8482
234,N#CC(C#N)=C1C=C(c2nccnn2)OC(c2nccnn2)=C1,0.340449814,-7.397415284,-6.702980713,-3.537752294,-3.212848345,-1050.146114,-1050.223732,-1050.225351,-1050.135222,6.132,8.5362,8.4299,6.1474
