index,SMILES,RE(eV),HOMO-1(eV),HOMO(eV),LUMO(eV),LUMO+1(eV),E_0(hartree),E_0^-(hartree),E-(hartree),E_-^0(hartree),D_0 dipole moment(D),D_0^- dipole moment(D),D- dipole moment(D),D_-^0 dipole moment(D)
1840,O=c1[nH]c(=O)c2c(-c3ccnc(C=Cc4ccncn4)n3)cc3c(=O)[nH]c(=O)c4c(C5COc6nsnc6O5)cc1c2c34,0.422660853,-7.039313444,-6.895093099,-4.333685334,-2.812568857,-2362.973491,-2363.084578,-2363.087713,-2362.961094,2.4892,6.4221,6.286,2.9603
1841,CN1C(=O)C(=C2C(=O)N(C)c3cc(-c4c(-c5c(F)ccc6nsnc56)sc5ccc(C#N)cc45)ccc32)c2ccccc21,0.376091287,-6.299707973,-5.942694589,-3.18781387,-3.0313484,-2588.737892,-2588.812006,-2588.815179,-2588.727245,5.5464,9.3319,9.4968,5.3431
1842,Cc1c(-c2scc(-c3sc4ccc(C#N)cc4c3-c3cscc3C(=O)O)c2C(=O)O)nc2ncccn12,0.649514015,-6.405016037,-6.124466647,-2.331471552,-1.813366763,-2713.654567,-2713.686948,-2713.691887,-2713.635637,11.7241,6.7889,6.9383,13.5463
1844,CN1C(=O)C2=C(c3oncc3C(=O)O)N(C)C(=O)C2=C1C1=CC=CC2N=C(F)C(F)=NC12,0.456849238,-7.255916077,-5.975620366,-3.544283027,-2.486032225,-1619.418384,-1619.5026,-1619.505635,-1619.40463,4.9179,4.8131,5.0985,5.2658
1845,Cc1nc2csc(-c3ncc(-c4nc5ccc(C6COc7nsnc7O6)cc5o4)cn3)c2nc1C,0.394029033,-6.750872753,-6.184875924,-2.954884406,-2.086841192,-2290.716141,-2290.776997,-2290.779038,-2290.703702,4.9816,10.2583,9.4304,6.5186
1846,Fc1cc(-c2cnc(-c3cc(F)cc4nsnc34)nc2)c2nsnc2c1,0.338868832,-7.150335899,-6.737539174,-3.265910548,-2.883046347,-1937.840421,-1937.907114,-1937.907887,-1937.828741,2.3162,4.0409,3.1646,2.0361
1847,N#CC(C#N)=C1C=C(C=Cc2ccnc(-c3ccncn3)n2)OC(C=Cc2ccnc(-c3ccncn3)n2)=C1,0.503100431,-6.861623094,-6.369641235,-3.449859517,-3.145636222,-1699.176697,-1699.256557,-1699.26244,-1699.164092,14.0817,12.7022,12.3322,14.9329
1848,N#CC(C#N)=C1C=COC(c2sc3ccc(C#N)cc3c2C2=CC=CC3N=C(F)C(F)=NC23)=C1,0.539680697,-6.987883925,-6.590053461,-3.262645181,-2.622905497,-1905.988558,-1906.062955,-1906.06865,-1905.974419,8.5803,7.7864,8.1287,9.107
1849,N#Cc1cnc(-c2ncc(-c3sc(-c4cnc(-c5ncc(C#N)s5)nn4)c4c3SCCS4)nn2)s1,0.328909465,-6.7478795,-6.640938753,-3.70102061,-3.17937834,-3305.215314,-3305.305716,-3305.306825,-3305.204336,9.0436,11.1885,11.6979,9.531
1850,Cn1c(=O)c2cc(-c3ncc(-c4ccc(N)cc4)nn3)c3c(=O)n(C)c(=O)c4cc(-c5nccnn5)c(c1=O)c2c43,0.408151742,-6.640122412,-6.019158583,-3.718708011,-2.422085468,-1870.832847,-1870.923634,-1870.92756,-1870.821773,4.1568,11.8043,11.7364,3.7293
1851,CN1C(=O)C2=C(c3cnc(C(=O)O)nn3)N(C)C(=O)C2=C1c1cnc(C(=O)O)nn1,0.371990531,-7.760959401,-6.915501638,-4.632466353,-3.454485453,-1504.998169,-1505.119988,-1505.12238,-1504.98689,0.0002,0.7008,0.7009,0.0001
1852,CN1C(=O)C2=C(c3sc(C#N)cc3C#N)N(C)C(=O)C2=C1c1nc2ccccc2o1,0.342215833,-7.349795359,-6.101336969,-3.772858669,-2.586714353,-1704.397668,-1704.493842,-1704.495513,-1704.386762,5.2096,9.5296,10.5483,5.5917
1855,Cc1oc2ccccc2c(=O)c1-c1c(C#N)sc(-c2ncnc(-c3sc(C#N)cc3C#N)n2)c1C#N,0.267988614,-7.344353081,-7.083123776,-3.900207955,-3.491765052,-2288.060946,-2288.154843,-2288.155353,-2288.051608,5.1083,18.8899,19.9837,4.7175
1856,FC1=NC2C=CC=C(c3ncnc(-c4cnc(C5COc6nsnc6O5)nn4)n3)C2N=C1F,0.394366454,-7.147342647,-6.69427307,-3.312169904,-2.849848456,-1987.632333,-1987.697706,-1987.70137,-1987.621505,5.2182,3.6756,3.9517,5.66
1857,Fc1cc(F)c(F)c(-c2ccnc(-c3cc(F)c(C4COc5nsnc5O4)c4nsnc34)n2)c1F,0.537909236,-7.197139483,-6.618353303,-3.308088196,-2.616374764,-2540.839165,-2540.907197,-2540.911186,-2540.823386,7.1446,11.7438,10.9122,7.4345
1858,c1ncc(-c2nccc(-c3cc4c(s3)-c3sc(C5COc6nsnc6O5)cc3C43OCCO3)n2)nn1,0.486545024,-6.782437961,-6.073581355,-2.859916669,-2.618823789,-2724.728172,-2724.785432,-2724.788579,-2724.713439,4.0241,3.327,3.1921,3.8813
1859,O=c1[nH]c(=O)c2cc3sc4cc5c(=O)n(-c6cnc(-c7cncnn7)nc6)c(=O)c6ccc7c8ccc1c2c8c3c4c7c65,0.332830626,-6.765839015,-6.657265585,-4.09721839,-2.666987942,-2270.316853,-2270.424669,-2270.42661,-2270.306563,5.3025,7.3043,6.7457,5.9007
1861,N#CC(C#N)=C1C=COC(c2ncnc(-c3ccsc3C(=O)c3cocc3C3COc4nsnc4O3)n2)=C1,0.540733778,-7.336189666,-6.038478667,-3.135023781,-2.906992366,-2476.648062,-2476.708416,-2476.713467,-2476.633242,5.9574,11.5127,13.2931,6.2203
1862,Cc1nc2c(-c3nc4ccc(C(=O)O)cc4o3)sc(-c3nc4ccc(C(=O)O)cc4o3)c2nc1C,0.417381844,-7.190608751,-6.173175028,-3.450403745,-2.009288742,-1991.550541,-1991.634584,-1991.636092,-1991.536711,3.8837,4.6062,4.9429,3.896
1864,FC1=NC2C=CC=C(c3ncc(-c4scc5c4SCCS5)cn3)C2N=C1F,0.572824166,-6.13099738,-6.012083623,-2.507801334,-2.251470078,-2306.302622,-2306.343881,-2306.350183,-2306.287872,6.0235,9.532,9.1207,5.7727
1865,CN1C(=O)C(=Cc2noc(-c3c(-c4nc5ccccc5o4)sc4ccc(C#N)cc34)c2C(=O)O)C(=O)N(C)C1=O,0.543610022,-7.18353379,-6.703797055,-3.177745657,-2.992708232,-2236.399776,-2236.461447,-2236.468758,-2236.38711,8.2567,17.9746,17.5729,8.2784
1866,N#Cc1csc(C#N)c1-c1cocc1C(=O)c1ccc(-c2c(C#N)sc(-c3nc4ccccc4s3)c2C#N)s1,0.404064592,-7.173193463,-6.877677812,-3.334211127,-2.824541867,-3089.21778,-3089.293078,-3089.296135,-3089.205988,5.888,11.2252,10.5841,6.3626
1867,N#Cc1csc(C#N)c1-c1nccc(-c2c(C#N)sc(C(=O)c3coc(-c4cc5sccc5s4)n3)c2C#N)n1,0.578342635,-6.965842702,-6.302156998,-3.518704324,-3.013388886,-3121.304111,-3121.381657,-3121.388945,-3121.290146,4.6368,14.9893,14.8376,3.782
1868,C[Si]1(C)C=C2OCCOC2=C1c1ccnc(-c2c(F)cc(C3COc4nsnc4O3)c3nsnc23)n1,0.537133712,-6.729919986,-5.956572395,-3.037062791,-2.172284944,-2663.613492,-2663.671212,-2663.675395,-2663.597937,8.088,17.4099,15.8173,7.4964
1869,N#CC(C#N)=C1C=COC(c2c(-c3cocc3C(=O)c3cccs3)sc3ccc(C#N)cc23)=C1,0.603028804,-7.10598134,-6.490187675,-2.98127945,-2.723859739,-2183.557811,-2183.620512,-2183.626557,-2183.541696,10.0841,14.4017,12.5686,10.2182
1870,C(=Cc1ccnc(-c2cnc(C3COc4nsnc4O3)nn2)n1)c1cnc(C2COc3nsnc3O2)nn1,0.503127643,-6.793594629,-6.772369748,-3.597889457,-3.170670697,-2523.450798,-2523.528783,-2523.534355,-2523.43788,7.2709,8.863,9.0455,7.3661
1871,Cc1nc2c(C=C3C(=O)N(C)C(=O)N(C)C3=O)sc(-c3ccnc(-c4ccc5ncoc5c4)n3)c2nc1C,0.609061568,-6.683932743,-6.350321151,-3.566868477,-2.326301389,-2084.550336,-2084.637754,-2084.644166,-2084.534366,5.9013,5.6138,7.1598,6.939
1873,C=Cc1ccnc(-c2ccnc(-c3scc4nc(C)c(C)nc34)n2)n1,0.25309038,-6.499439546,-5.886639133,-2.398411562,-2.232694221,-1420.957659,-1420.993241,-1420.994745,-1420.949863,3.087,8.7455,10.4428,2.9408
1874,CN1C(=O)c2cccc3c(-c4ccc(C(=O)c5cocc5-c5ccc6c7c(cccc57)C(=O)N(C)C6=O)s4)ccc(c23)C1=O,0.366349611,-6.857269272,-6.573182402,-3.130397845,-3.055566534,-2304.841764,-2304.908544,-2304.911735,-2304.831492,6.6088,6.1229,9.7979,6.7291
1875,Fc1sc2nc3sc(-c4nccc(-c5nccnn5)n4)cc3cc2c1F,0.406742192,-6.613455253,-6.283109027,-2.935564322,-2.736376976,-1937.803638,-1937.853052,-1937.858098,-1937.793736,7.5317,2.0106,3.8605,7.7882
1876,C[Si]1(C)c2ccsc2-c2sc(-c3ncnc(-c4onc(C5COc6nsnc6O5)c4C(=O)O)n3)cc21,0.639780502,-6.695089411,-6.051268019,-2.986449614,-2.621817041,-2997.279188,-2997.340326,-2997.34722,-2997.262571,7.5808,5.6733,12.9697,7.628
1877,N#Cc1ccc2sc(-c3cc4c(=O)[nH]c(=O)c5ccc6c(=O)[nH]c(=O)c3c6c54)c(-c3ccncn3)c2c1,0.393071192,-7.338094463,-6.846112604,-4.092048227,-2.46807271,-2008.396234,-2008.498096,-2008.501376,-2008.38507,3.7903,6.3475,6.0464,3.7311
1878,Cc1nc2csc(-c3nccc(-c4sc(-c5cncn5C(=O)n5ccnc5)c5nc(C)c(C)nc45)n3)c2nc1C,0.436857033,-6.141337706,-5.940517678,-3.087675969,-2.481678403,-2459.95973,-2460.02737,-2460.031483,-2459.947789,4.8885,7.7374,7.2358,5.041
1879,CN1C(=O)C(=Cc2cc3c(-c4ncc(-c5cncnn5)cn4)c4c(F)c(F)sc4nc3s2)C(=O)N(C)C1=O,0.488947789,-6.968835955,-6.60828509,-3.556800264,-3.004137014,-2543.369375,-2543.455661,-2543.460393,-2543.356137,2.6448,8.9641,7.1637,1.5514
1880,Fc1sc2nc3sc(-c4ccncn4)cc3c(-c3ccnc(-c4c5ccsc5nc5sc(F)c(F)c45)n3)c2c1F,0.658937318,-6.613727367,-6.297531062,-2.961143025,-2.383989527,-3316.16328,-3316.225194,-3316.234197,-3316.148067,4.2651,6.0109,4.9776,4.3496
1881,CN1C(=O)C2=C(c3cc4c(=O)[nH]c(=O)c5ccc6c(=O)[nH]c(=O)c3c6c54)N(C)C(=O)C2=C1c1c(F)c(F)cc(F)c1F,0.392801799,-7.264079493,-6.018886469,-4.167423766,-3.047403118,-2144.007547,-2144.113473,-2144.116554,-2143.996193,0.4537,11.8673,10.6891,0.4831
1883,O=c1ccccn1-c1nc(F)c(-c2ccnc(-c3c(F)nc(-n4ccccc4=O)c4nsnc34)n2)c2nsnc12,0.38893234,-6.560120937,-6.362566275,-3.599250026,-3.274890305,-2614.540039,-2614.617628,-2614.620167,-2614.528284,4.8668,15.8141,15.7035,5.0051
1885,N#CC(C#N)=C1C=C(c2noc(-c3ccncn3)c2C(=O)O)SC(c2noc(-c3ccncn3)c2C(=O)O)=C1,0.618958349,-7.677148332,-6.603387041,-3.939120237,-3.361150399,-2207.963691,-2208.050989,-2208.058209,-2207.948165,11.1372,13.0974,11.6947,12.1682
1886,CN1C=C2C(=O)N(C)C(C(=Cc3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)=C2C1=O,0.609847977,-7.286937057,-6.070588103,-3.236522251,-2.357322369,-2101.495828,-2101.565781,-2101.571485,-2101.47912,0.9269,1.8513,1.4497,1.1026
1887,N#CC(C#N)=C1C=COC(c2ncnc(C3=CC(=C(C#N)C#N)C=C(c4nccn4C(=O)n4ccnc4)O3)n2)=C1,0.368553733,-6.899991148,-6.79441097,-3.95272593,-3.589453927,-1825.15756,-1825.255727,-1825.258242,-1825.146531,15.0652,20.3153,19.9811,14.7793
1889,O=C(c1ccc(-c2c(F)c(F)cc3nsnc23)s1)c1cocc1C(F)(F)F,0.506651517,-7.297821611,-6.612911026,-3.335027468,-2.435691161,-2168.234837,-2168.302371,-2168.310264,-2168.22411,2.1162,9.2448,7.2745,5.576
1890,CN1C(=O)C2=C(c3scc(C4=C(C#N)C(=C(C#N)C#N)OC4(C)C)c3C(=O)O)N(C)C(=O)C2=C1c1sccc1C(=O)O,0.687386822,-6.957135059,-6.042288261,-3.570133843,-3.105907598,-2673.842693,-2673.930208,-2673.939061,-2673.826285,13.6013,8.4085,12.6542,16.8437
1891,Cn1c(=O)c2cc(-c3scc4c3SCCO4)c3c(=O)n(C)c(=O)c4cc(-c5oncc5C(=O)O)c(c1=O)c2c43,0.381636968,-6.201474869,-6.06895542,-3.827553555,-2.298001548,-2562.23456,-2562.330862,-2562.33489,-2562.224563,4.698,7.5671,7.3862,4.1695
1893,Fc1ccc2nsnc2c1-c1ncnc(-c2c(F)cc(C3CSc4cscc4S3)c3nsnc23)n1,0.318560975,-6.077390949,-5.928816782,-3.160874598,-3.009851405,-3379.467342,-3379.53135,-3379.532378,-3379.456663,1.8531,1.7938,3.453,1.8921
1894,CN1C(=CC=C2C(=O)c3ccccc3C2=C(C#N)C#N)C(C)(C)c2cc(-c3ncc(-c4nccc(C(=O)O)n4)nn3)ccc21,0.291765923,-6.942713024,-6.143242503,-3.295570958,-3.020191732,-1934.303407,-1934.381358,-1934.382468,-1934.293795,6.0813,9.7896,9.0638,6.3094
1896,N#Cc1ccc2sc(-c3oncc3C(=O)O)c(-c3c4ccsc4nc4sc(F)c(F)c34)c2c1,0.617459002,-6.987611811,-6.456989784,-3.010395633,-2.1458899,-2626.667066,-2626.729583,-2626.737465,-2626.652257,7.4485,5.1054,4.5977,6.7284
1897,CN1C(=O)C(=Cc2sc(-c3sc4ccc(C#N)cc4c3C#N)c3c2SCCO3)C(=O)N(C)C1=O,0.6367165,-6.637401273,-6.518487516,-3.457478705,-2.299634231,-2599.315337,-2599.400151,-2599.407309,-2599.299097,4.8648,4.2069,3.7005,3.5315
1898,Cc1nc2csc(-c3c4c(=O)n(C)c(=O)c4c(-c4cncnn4)c4c5cccc6cccc(c34)c65)c2nc1C,0.297080307,-6.520392313,-6.237393899,-2.989987094,-2.451745879,-2031.112747,-2031.175782,-2031.177663,-2031.103711,5.1239,8.8864,9.3294,5.6969
1899,N#Cc1ccc2sc(-c3cc(F)cc4nsnc34)c(-c3cc4c(=O)[nH]c(=O)c5ccc6c(=O)[nH]c(=O)c3c6c54)c2c1,0.380562118,-7.209928835,-6.756587144,-4.054768628,-3.387817557,-2582.042804,-2582.14371,-2582.146303,-2582.031412,4.5294,9.7445,9.4517,4.4767
1900,N#CC(C#N)=C1C(=CC=C2Sc3ccccc3N2c2ncc(-c3ccnc(-c4ncccn4)n3)nn2)C(=O)c2ccccc21,0.389054791,-6.927202534,-5.921197594,-3.319244864,-2.955972861,-2249.792938,-2249.871856,-2249.875359,-2249.782143,6.4701,13.2121,12.8976,5.6015
1901,N#CC(C#N)=C1C=C(c2nccc(C=Cc3ccncn3)n2)SC(c2nccc(C=Cc3ccncn3)n2)=C1,0.265724627,-7.222718186,-6.333177978,-3.394076176,-3.069172227,-2022.173397,-2022.253605,-2022.254355,-2022.164382,7.8742,5.9774,5.9288,8.1652
1902,c1ccc2[nH]c(-c3ncc(-c4cnc(-c5cnc(-c6nc7ccccc7[nH]6)nn5)nn4)nn3)nc2c1,0.339200811,-6.662163634,-6.528555729,-3.5339427,-3.043865638,-1595.89051,-1595.973328,-1595.976999,-1595.881716,2.5717,2.3995,2.1327,2.2073
1904,N#Cc1ccc2sc(-c3cnc(C4COc5nsnc5O4)nn3)c(-c3cncnn3)c2c1,0.60199205,-7.174826147,-6.808288777,-3.286319087,-2.944544079,-2168.86466,-2168.931239,-2168.940054,-2168.851352,3.8585,2.4764,3.7522,4.8745
1905,C=Cc1ccnc(C2=C3C(=O)N(C)C(c4sc(C#N)c(C=C5C(=O)N(C)C(=O)N(C)C5=O)c4C#N)=C3C(=O)N2C)n1,0.411694664,-7.323672428,-6.003375979,-3.587277016,-3.331217874,-2251.961563,-2252.049165,-2252.05278,-2251.950049,7.2809,8.1416,8.1777,7.8016
1906,Cc1nc2c(-c3cnc(C4=CC(=C(C#N)C#N)C=CO4)nc3)sc(C3COc4nsnc4O3)c2nc1C,0.513204019,-6.809649347,-6.401206443,-3.520881235,-2.893386673,-2382.908188,-2382.991552,-2382.995412,-2382.893189,8.3122,12.1662,10.9056,7.6522
1907,C[Si]1(C)C(c2nccc(-c3c(F)c(F)cc4nsnc34)n2)=C2OCCOC2=C1C1COc2nsnc2O1,0.647067711,-6.509779873,-5.926639871,-3.126860365,-2.171196489,-2762.858024,-2762.915908,-2762.922061,-2762.840398,6.9214,20.6166,17.7498,7.9216
1908,CN1C(=O)C(=Cc2cc3c(-c4ccnc(-c5cscc5C(=O)O)n4)c4c(F)c(F)sc4nc3s2)C(=O)N(C)C1=O,0.609047963,-7.012374172,-6.672503961,-3.55299067,-2.448480512,-3004.649105,-3004.735789,-3004.742259,-3004.633193,2.4504,7.153,6.7321,4.286
1911,N#Cc1cnc(-c2ncc(-c3c(F)c(F)c(-c4cnc(-c5ncc(C#N)s5)nc4)c4nsnc34)cn2)s1,0.354880012,-7.475239848,-7.121219716,-3.931773163,-3.161146712,-2783.629502,-2783.726185,-2783.726882,-2783.617157,0.7748,1.4241,1.2289,0.9119
1912,N#CC(C#N)=C1C=CSC(c2ncnc(-c3cc4c(s3)-c3sccc3[Si]4(c3ccccc3)c3ccccc3)n2)=C1,0.534515976,-6.489371333,-5.976708821,-3.403600161,-2.702362744,-2949.236617,-2949.316615,-2949.322873,-2949.223233,4.6314,16.6258,16.0578,4.7014
1913,Cn1c(=O)c2cc(-c3scc4c3OCCS4)c3c(=O)n(C)c(=O)c4cc(C5=CC(=C(C#N)C#N)C=CO5)c(c1=O)c2c43,0.405253729,-6.468146452,-6.311136755,-4.068646435,-2.650388996,-2619.521667,-2619.629011,-2619.632285,-2619.510049,9.8602,8.4872,9.4175,9.9053
1914,O=C(c1cocc1C1COc2nsnc2O1)c1sccc1-c1ncnc(-c2c3c(cc4cscc24)N=S=N3)n1,0.546777427,-6.664340545,-5.806093431,-3.716258986,-2.27704878,-3197.958354,-3198.049648,-3198.053323,-3197.941936,4.4648,7.7275,5.0389,6.4442
1915,Fc1ccc2nsnc2c1-c1ncc(-c2c(F)cc(-c3ccncn3)c3nsnc23)cn1,0.318642609,-7.100539063,-6.700803803,-3.476798789,-2.798146822,-2200.961827,-2201.0381,-2201.038912,-2200.95093,2.273,8.7139,8.6073,2.2214
1916,CN1C(=O)C(=Cc2sc(-c3cnc(-c4c(F)c(F)cc5nsnc45)nc3)c3c2SCCS3)C(=O)N(C)C1=O,0.562146418,-6.614543709,-6.335082775,-3.252032741,-2.93828546,-3231.478795,-3231.553299,-3231.559033,-3231.46387,3.9711,7.4891,6.7996,4.866
1917,CN1C(=O)C(=Cc2cc3c(-c4c(C(=O)O)sc5ccc(C#N)cc45)c4c(F)c(F)sc4nc3s2)C(=O)N(C)C1=O,0.527805649,-6.970196524,-6.613999481,-3.487955457,-2.856923416,-2987.400921,-2987.484664,-2987.490313,-2987.387173,4.9571,8.7975,8.7612,5.375
1918,CN1C(=O)C2=C(c3oncc3C(=O)O)N(C)C(=O)C2=C1c1oncc1C(=O)O,0.464335091,-7.428436264,-6.15848088,-3.671360199,-2.162488845,-1436.442012,-1436.528223,-1436.53114,-1436.427865,0.0001,0.3527,0.3528,0.0002
1919,N#Cc1cnc(-c2nccc(C=Cc3ncc(C=Cc4ccncn4)cn3)n2)s1,0.468068493,-7.217275909,-6.762845763,-3.324142914,-2.851481139,-1605.447878,-1605.521743,-1605.526466,-1605.4354,5.612,2.5876,2.9515,5.6481
1920,N#CC(C#N)=C1C=COC(c2nccc(C(=Cc3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)n2)=C1,0.461763615,-6.839309757,-6.51168467,-3.161418825,-2.854474391,-1671.675679,-1671.742541,-1671.745276,-1671.661445,10.016,16.081,8.0006,9.6513
1921,N#CC(C#N)=C1c2cc(-c3noc(C#N)c3C(=O)O)sc2-c2sc(-c3noc(C#N)c3C(=O)O)cc21,0.431335843,-7.667624347,-6.624884036,-4.049326351,-3.363055196,-2416.778054,-2416.880162,-2416.88145,-2416.76349,7.2257,12.7697,12.1582,6.7739
1922,Cn1c(=O)c2cc(-c3cocc3C(=O)c3cccs3)c3c(=O)n(C)c(=O)c4cc(-c5cscc5C(=O)O)c(c1=O)c2c43,0.42308263,-7.042850925,-6.668694367,-3.51489473,-2.280314147,-2660.546787,-2660.631109,-2660.635246,-2660.535375,2.0961,4.9516,4.7463,1.9355
1923,N#CC(C#N)=C1OC(c2ccccc2)(c2ccccc2)C(c2cnc(-c3ccnc(-c4ncc(C5=C(C#N)C(=C(C#N)C#N)OC5(c5ccccc5)c5ccccc5)nn4)n3)nn2)=C1C#N,0.36173456,-7.384081705,-7.31251576,-4.40389071,-4.180757345,-2836.380177,-2836.497295,-2836.500957,-2836.370546,6.854,25.0735,26.3669,8.2404
1924,C=Cc1ccnc(-c2nccc(-c3nccc(C=CC=c4sc(=C(C#N)C#N)n(C)c4=O)n3)n2)n1,0.581425685,-6.777812025,-6.669238595,-3.652040115,-2.442494007,-1889.62956,-1889.716869,-1889.722964,-1889.614287,7.4727,7.4672,7.2486,8.6224
1925,Fc1nc(-c2cnc(-c3nc4sccc4s3)nc2)c2nsnc2c1-c1cnc(-c2nc3sccc3s2)nc1,0.309573054,-6.491548244,-6.239026582,-3.865105267,-2.629708343,-3464.743731,-3464.841348,-3464.84193,-3464.732937,2.5226,3.5529,2.4719,2.7664
1926,N#Cc1ccc2sc(-c3cc(F)cc4nsnc34)c(C=Cc3ccncn3)c2c1,0.650425596,-7.075232474,-6.486105967,-3.311081448,-2.635694848,-1976.157275,-1976.225965,-1976.233972,-1976.141379,6.0104,2.9506,0.9269,6.589
1927,Cc1c(-c2ncc(-c3ccc4nc(-c5cnc(-c6nc7ncccn7c6C)nc5)oc4c3)cn2)nc2ncccn12,0.27278326,-6.232767963,-6.034941187,-2.667260056,-2.159767707,-1793.953037,-1794.003844,-1794.005471,-1793.944639,4.5695,10.5869,10.1859,4.8357
1928,N#CC(C#N)=C1C=C(c2ncc(-n3ccccc3=O)cn2)OC(c2ncc(-n3ccccc3=O)cn2)=C1,0.321113403,-6.763117876,-6.34814424,-3.255025993,-2.847127317,-1662.760665,-1662.834007,-1662.835566,-1662.750424,16.2821,24.1167,24.1604,16.2145
1931,O=C(O)c1ccc2nc(-c3cc4c(-c5nc6ccc(C(=O)O)cc6o5)c5c(F)c(F)sc5nc4s3)oc2c1,0.533068331,-6.861078866,-6.576991996,-3.237066479,-2.461541978,-2569.779843,-2569.855765,-2569.860608,-2569.765096,2.6216,2.9446,2.3429,2.697
1932,CN1C(=O)C(=Cc2sc(-c3cocc3C(=O)c3ccc(-c4ccncn4)s3)c3c2SCCO3)C(=O)N(C)C1=O,0.34345123,-6.235761216,-5.99847793,-3.037879133,-2.836786991,-2866.468799,-2866.53368,-2866.534968,-2866.457466,5.9239,6.4042,7.3212,7.2156
1933,C=Cc1ccnc(-c2cocc2C(=O)c2ccc(-c3ccc(C(=O)c4ccoc4C4COc5nsnc5O4)s3)s2)n1,0.601412448,-6.627060946,-6.374811398,-3.017470594,-2.177999335,-2941.384291,-2941.446243,-2941.451799,-2941.367746,3.3532,2.1683,1.8961,3.1199
1934,CN1C(=O)C(=C2C(=O)N(C)c3cc(-c4onc(C#N)c4C(=O)O)ccc32)c2ccc(-c3onc(C#N)c3C(=O)O)cc21,0.525767516,-6.83740496,-6.545154675,-3.952998044,-2.693927214,-2005.616489,-2005.720777,-2005.724687,-2005.601077,0.4773,0.4867,0.6537,0.7642
1937,O=C(O)c1sc(-c2nc(F)c(-c3sc(C(=O)O)c4c3SCCS4)c3nsnc23)c2c1SCCS2,0.472264489,-6.23113528,-6.121473395,-3.545643596,-2.163305187,-4082.353105,-4082.434099,-4082.436157,-4082.337807,4.8081,3.2123,5.3343,6.205
1938,Cn1c(=O)c2cc(-c3scc4c3SCCO4)c3c(=O)n(C)c(=O)c4cc(C=Cc5ccncn5)c(c1=O)c2c43,0.364393112,-6.178889419,-6.056710296,-3.783743223,-2.498005235,-2469.324471,-2469.420542,-2469.423861,-2469.3144,4.135,5.9328,6.5164,3.6101
1940,CN1C(=O)C(=Cc2occc2C(=O)c2ccc(-c3cnc(-c4ccc(C(=O)c5ccoc5)s4)nc3)s2)C(=O)N(C)C1=O,0.406489126,-6.870602851,-6.52365768,-3.393531948,-2.943455624,-2657.81771,-2657.895049,-2657.898335,-2657.806058,1.7019,13.3899,13.1467,2.4801
1941,O=C(c1cocc1-c1ccnc(-c2scc3c2OCCS3)n1)c1sccc1C1COc2nsnc2O1,0.482147664,-6.079839974,-5.802011723,-2.353240661,-1.934729545,-3072.658833,-3072.691506,-3072.696198,-3072.645807,5.9802,3.2458,3.3659,6.3122
1943,CN1C(=O)C(=Cc2sc(-c3cnc(C(F)(F)F)nc3)c3c2OCCS3)C(=O)N(C)C1=O,0.68092956,-6.776995683,-6.564746873,-3.348361047,-2.298545775,-2309.584119,-2309.659836,-2309.667223,-2309.566482,5.6219,7.7866,8.097,4.6238
1944,O=C(c1ccoc1)c1ccc(-c2ccnc(-c3scc4c3OCCS4)n2)s1,0.507916847,-6.156303969,-5.953034915,-2.720866486,-1.752141145,-2260.899849,-2260.948742,-2260.954475,-2260.886916,4.4789,11.7882,11.8493,4.313
1945,N#CC(C#N)=C1C=CSC(c2cc3c(s2)-c2sc(C4=CC(=C(C#N)C#N)C=CS4)cc2C32SCCS2)=C1,0.557950422,-6.53427012,-6.22052284,-3.598161571,-3.082233692,-3644.033551,-3644.125502,-3644.13177,-3644.019315,17.1087,21.0192,22.9434,18.8944
1946,CN1C(=O)C(=CC2=CC(=C(C#N)C#N)C=C(c3nccc(-c4cc(F)cc5nsnc45)n3)S2)C(=O)N(C)C1=O,0.628977582,-7.436055452,-6.444200433,-3.853404371,-3.636801739,-2520.329381,-2520.425419,-2520.433086,-2520.313934,9.0617,16.8638,17.6815,9.1447
1947,c1cnc(-c2ncc(-c3cc4c(s3)-c3sc(C5COc6nsnc6O5)cc3C43OCCO3)cn2)nc1,0.61246027,-6.845024148,-5.871128643,-2.573652888,-1.814727332,-2708.715121,-2708.761429,-2708.767755,-2708.698939,2.5649,5.0804,6.7885,4.039
1948,O=C(c1ccc(C=Cc2ccncn2)s1)c1cocc1C=Cc1ccnc(-n2ccccc2=O)n1,0.633628008,-6.410458314,-6.211543082,-3.000599534,-2.453922789,-1898.501545,-1898.56117,-1898.56873,-1898.48582,3.9228,16.8443,15.64,1.9255
1949,N#Cc1ccc2sc(-c3ccnc(-c4nc5sccc5s4)n3)c(-c3ccnc(-c4nc5sccc5s4)n3)c2c1,0.605690078,-6.3277357,-6.237393899,-2.650933224,-2.297729434,-3409.62861,-3409.681096,-3409.689925,-3409.61518,4.7828,8.3331,7.9556,4.2196
1950,N#CC(C#N)=C1C=CSC(c2cocc2C(=O)c2ccc(-c3cncnn3)s2)=C1,0.271956034,-7.040674014,-6.596584194,-3.253121196,-3.090397108,-1987.951965,-1988.020129,-1988.020785,-1987.942627,11.1642,11.5105,10.6508,10.9977
